# Simulation 2 (Up to date)
# 374 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.241,84.863,84.863,34.073,34.202,-13.38,13.383,5.528,-1.154e-5,5.528,90,2.974,0.271,45,7.04e-5,0.21,1.172e-5,2.94,0.012,81.612,90.003,61.059,12.9,9.634e-4,9.871e-6,9.806,31.873,24.09,3.113,0,0,0.218,0.618,0.433,0.063,0.121,0.618,0.044,0.136,2.916e-4,0,0,0,0,1.743e-4,1.923,90,14.448,1003.297,0.001,340.055,0.101,9.836e5,2.5,4.909,0.049,0.184,0
2.29,86.531,86.531,33.417,33.547,-13.165,13.192,5.675,-1.377e-5,5.675,90,2.947,0.845,45,7.227e-5,0.305,1.008e-5,-2.359,-0.011,81.776,89.997,61.059,12.9,9.634e-4,9.871e-6,9.806,31.843,24.09,3.101,0,0,0.21,0.618,0.433,0.063,0.121,0.618,0.064,0.198,3.31e-4,0,0,0,0,-1.164e-4,2.064,90,14.438,1003.101,0.001,340.048,0.099,9.654e5,2.5,4.909,0.04,0.185,0
2.33,87.854,87.854,32.894,33.023,-13.06,13.086,5.792,-1.479e-5,5.792,90,2.912,0.813,45,7.376e-5,0.3,9.936e-6,2.179,-0.014,81.779,89.994,61.059,12.9,9.634e-4,9.871e-6,9.806,31.845,24.09,3.102,0,0,0.204,0.617,0.433,0.063,0.121,0.618,0.063,0.195,-2.28e-4,0,0,0,0,1.025e-4,2.017,90,14.429,1002.946,0.001,340.043,0.098,9.502e5,2.5,4.909,0.042,0.186,0
2.372,89.221,89.221,32.348,32.476,-12.976,12.991,5.913,-1.425e-5,5.913,90,2.883,0.614,45,7.53e-5,0.134,1.17e-5,4.767,-0.029,81.626,89.993,61.059,12.9,9.634e-4,9.871e-6,9.806,31.896,24.09,3.122,0,0,0.197,0.617,0.433,0.063,0.121,0.617,0.028,0.087,1.885e-4,0,0,0,0,5.075e-4,1.956,90,14.42,1002.786,0.001,340.037,0.096,9.343e5,2.5,4.909,0.05,0.186,0
2.422,90.822,90.822,31.702,31.83,-12.867,12.876,6.057,-1.159e-5,6.057,90,2.856,0.488,45,7.713e-5,0.022,1.1e-5,5.634,-0.037,81.359,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.931,24.09,3.136,0,0,0.189,0.617,0.433,0.063,0.121,0.617,0.005,0.014,7.194e-5,0,0,0,0,7.374e-4,1.974,90,14.41,1002.598,0.001,340.031,0.094,9.159e5,2.5,4.909,0.05,0.187,0
2.472,92.391,92.391,31.062,31.191,-12.754,12.762,6.199,-8.425e-6,6.199,90,2.833,0.425,45,7.894e-5,0.038,1.1e-5,-5.598,0.086,81.075,90.004,61.059,12.9,9.634e-4,9.871e-6,9.806,31.926,24.09,3.134,0,0,0.182,0.617,0.433,0.063,0.121,0.617,0.008,0.025,1.473e-4,0,0,0,0,-7.573e-4,2.024,90,14.399,1002.414,0.001,340.025,0.092,8.978e5,2.5,4.909,0.05,0.188,0
2.522,93.929,93.929,30.427,30.556,-12.64,12.646,6.34,-6.853e-6,6.34,90,2.813,0.401,45,8.074e-5,0.058,1.051e-5,-4.725,0.08,80.816,90.006,61.059,12.9,9.634e-4,9.871e-6,9.806,31.919,24.09,3.131,0,0,0.175,0.617,0.433,0.063,0.121,0.617,0.012,0.038,1.84e-5,0,0,0,0,-5.617e-4,2.074,90,14.389,1002.234,0.001,340.019,0.091,8.799e5,2.5,4.909,0.05,0.188,0
2.572,95.434,95.434,29.798,29.928,-12.539,12.542,6.48,-7.283e-6,6.48,90,2.793,0.305,45,8.253e-5,0.157,9.507e-6,-3.936,0.023,80.594,90.003,61.059,12.9,9.634e-4,9.871e-6,9.806,31.888,24.09,3.119,0,0,0.168,0.617,0.433,0.063,0.121,0.617,0.033,0.103,-2.6e-4,0,0,0,0,-4.061e-4,2.059,90,14.38,1002.057,0.001,340.013,0.089,8.62e5,2.5,4.909,0.05,0.189,0
2.622,96.908,96.908,29.173,29.305,-12.421,12.425,6.62,-8.648e-6,6.62,90,2.781,0.329,45,8.43e-5,0.122,7.767e-6,-1.051,0.014,80.472,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.899,24.09,3.123,0,0,0.161,0.617,0.433,0.063,0.121,0.617,0.025,0.079,1.642e-4,0,0,0,0,-3.017e-5,2.051,90,14.37,1001.884,0.001,340.007,0.087,8.442e5,2.5,4.909,0.05,0.189,0
2.672,98.352,98.352,28.556,28.689,-12.299,12.306,6.758,-9.475e-6,6.758,90,2.759,0.4,45,8.606e-5,0.025,7.177e-6,-1.261,-0.038,80.418,89.995,61.059,12.9,9.634e-4,9.871e-6,9.806,31.929,24.09,3.135,0,0,0.154,0.617,0.433,0.063,0.121,0.617,0.005,0.017,1.596e-4,0,0,0,0,-4.53e-5,2.049,90,14.361,1001.715,0.001,340.001,0.085,8.266e5,2.5,4.909,0.05,0.19,0
2.722,99.764,99.764,27.943,28.077,-12.199,12.204,6.896,-8.629e-6,6.896,90,2.743,0.347,45,8.782e-5,0.07,7.288e-6,-0.021,-0.003,80.385,89.994,61.059,12.9,9.634e-4,9.871e-6,9.806,31.915,24.09,3.13,0,0,0.148,0.617,0.433,0.063,0.121,0.617,0.015,0.046,4.921e-5,0,0,0,0,-1.309e-8,1.956,90,14.352,1001.549,0.001,339.996,0.083,8.087e5,2.5,4.909,0.05,0.191,0
2.772,101.146,101.146,27.336,27.471,-12.075,12.084,7.032,-6.029e-6,7.032,90,2.722,0.469,45,8.956e-5,0.107,7.171e-6,0.233,0.007,80.387,89.996,61.059,12.9,9.634e-4,9.871e-6,9.806,31.903,24.09,3.125,0,0,0.141,0.617,0.433,0.063,0.121,0.617,0.022,0.069,-1.333e-4,0,0,0,0,1.689e-6,1.96,90,14.343,1001.387,0.001,339.99,0.082,7.915e5,2.5,4.909,0.05,0.191,0
2.822,102.498,102.498,26.735,26.871,-11.963,11.975,7.168,-2.412e-6,7.168,90,2.697,0.537,45,9.128e-5,0.223,7.188e-6,2.114,0.008,80.332,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.867,24.09,3.111,0,0,0.135,0.617,0.433,0.063,0.121,0.617,0.047,0.145,2.774e-4,0,0,0,0,1.449e-4,1.965,90,14.334,1001.229,0.001,339.985,0.08,7.744e5,2.5,4.909,0.05,0.192,0
2.872,103.82,103.82,26.139,26.275,-11.87,11.881,7.302,1.382e-6,7.302,90,2.67,0.506,45,9.299e-5,0.203,8.422e-6,4.487,0.014,80.166,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.873,24.09,3.113,0,0,0.129,0.617,0.433,0.063,0.121,0.617,0.042,0.131,2.622e-4,0,0,0,0,6.826e-4,1.956,90,14.325,1001.074,0.001,339.98,0.078,7.574e5,2.5,4.909,0.05,0.193,0
2.922,105.112,105.112,25.548,25.685,-11.8,11.806,7.435,4.659e-6,7.435,90,2.648,0.356,45,9.468e-5,0.002,8.119e-6,0,0,79.901,90.002,61.059,12.9,9.634e-4,9.871e-6,9.806,31.935,24.09,3.138,0,0,0.124,0.617,0.433,0.063,0.121,0.617,3.334e-4,6.008e-4,-8.876e-5,0,0,0,0,0,1.903,90,14.317,1000.922,0.001,339.975,0.076,7.403e5,2.5,4.909,0.05,0.193,0
2.972,106.374,106.374,24.959,25.098,-11.714,11.719,7.567,7.057e-6,7.567,90,2.634,0.33,45,9.636e-5,0.029,7.762e-6,-4.803,0.101,79.636,90.003,61.059,12.9,9.634e-4,9.871e-6,9.806,31.927,24.09,3.135,0,0,0.118,0.617,0.433,0.063,0.121,0.617,0.006,0.02,-7.309e-5,0,0,0,0,-8.562e-4,1.918,90,14.309,1000.774,0.001,339.97,0.075,7.238e5,2.5,4.909,0.05,0.194,0
3.022,107.608,107.608,24.377,24.516,-11.605,11.614,7.698,8.587e-6,7.698,90,2.613,0.456,45,9.804e-5,0.187,7.669e-6,5.721,0.004,79.381,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.878,24.09,3.115,0,0,0.113,0.617,0.433,0.063,0.121,0.617,0.039,0.12,-3.187e-4,0,0,0,0,0.001,2.04,90,14.301,1000.629,0.001,339.965,0.073,7.079e5,2.5,4.909,0.05,0.195,0
3.072,108.812,108.812,23.799,23.939,-11.516,11.526,7.828,9.629e-6,7.828,90,2.589,0.481,45,9.969e-5,0.247,7.981e-6,7.659,-0.005,79.048,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.859,24.09,3.107,0,0,0.108,0.617,0.433,0.063,0.121,0.617,0.051,0.157,-7.221e-5,0,0,0,0,0.002,2.122,90,14.293,1000.488,0.001,339.96,0.071,6.92e5,2.5,4.909,0.05,0.195,0
3.122,109.988,109.988,23.225,23.366,-11.452,11.458,7.957,1.061e-5,7.957,90,2.566,0.378,45,1.013e-4,0.08,7.178e-6,9.376,-0.034,78.616,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.911,24.09,3.128,0,0,0.103,0.617,0.433,0.063,0.121,0.617,0.017,0.048,-4.866e-4,0,0,0,0,0.004,2.144,90,14.285,1000.35,0.001,339.956,0.07,6.758e5,2.5,4.909,0.05,0.196,0
3.172,111.135,111.135,22.653,22.797,-11.386,11.391,8.085,1.19e-5,8.085,90,2.551,0.309,45,1.03e-4,0.041,7.051e-6,-8.898,-0.069,78.156,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.923,24.09,3.133,0,0,0.098,0.617,0.433,0.063,0.121,0.617,0.009,0.03,-3.101e-4,0,0,0,0,-0.004,2.183,90,14.278,1000.216,0.001,339.951,0.068,6.599e5,2.5,4.909,0.05,0.197,0
3.222,112.253,112.253,22.086,22.231,-11.326,11.328,8.212,1.361e-5,8.212,90,2.535,0.23,45,1.046e-4,0.19,7.349e-6,-8.78,-0.013,77.709,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.876,24.09,3.114,0,0,0.094,0.617,0.433,0.063,0.121,0.617,0.04,0.128,-1.286e-4,0,0,0,0,-0.004,2.2,90,14.27,1000.085,0.001,339.947,0.066,6.441e5,2.5,4.909,0.05,0.197,0
3.272,113.343,113.343,21.521,21.669,-11.29,11.29,8.339,1.564e-5,8.339,90,2.529,0.044,45,1.062e-4,0.568,8.057e-6,-5.793,-0.003,77.335,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.761,24.09,3.068,0,0,0.089,0.617,0.433,0.063,0.121,0.618,0.12,0.369,-6.452e-5,0,0,0,0,-0.002,2.083,90,14.263,999.957,0.001,339.942,0.065,6.275e5,2.5,4.909,0.05,0.198,0
3.322,114.405,114.405,20.958,21.11,-11.218,11.218,8.465,1.79e-5,8.465,90,2.528,0.033,45,1.078e-4,0.596,7.288e-6,-1.602,-0.003,77.15,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.752,24.09,3.065,0,0,0.084,0.617,0.433,0.063,0.121,0.618,0.126,0.386,4.167e-4,0,0,0,0,-1.333e-4,2.024,90,14.256,999.832,0.001,339.938,0.063,6.114e5,2.5,4.909,0.05,0.198,0
3.372,115.439,115.439,20.399,20.555,-11.109,11.111,8.592,2.023e-5,8.592,90,2.524,0.19,45,1.094e-4,0.234,7.676e-6,1.416,-0.003,77.156,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.862,24.09,3.109,0,0,0.08,0.617,0.433,0.063,0.12,0.617,0.049,0.152,1.888e-4,0,0,0,0,1.096e-4,2.04,90,14.25,999.711,0.001,339.934,0.061,5.959e5,2.5,4.909,0.05,0.199,0
3.422,116.445,116.445,19.847,20.005,-10.995,11.002,8.717,2.251e-5,8.717,90,2.509,0.4,45,1.11e-4,0.301,7.65e-6,-1.122,3.014e-4,77.232,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.842,24.09,3.101,0,0,0.076,0.617,0.433,0.063,0.12,0.617,0.063,0.195,4.842e-4,0,0,0,0,-7.241e-5,2.098,90,14.243,999.593,0.001,339.93,0.06,5.808e5,2.5,4.909,0.05,0.2,0
3.472,117.424,117.424,19.299,19.459,-10.909,10.92,8.842,2.465e-5,8.842,90,2.485,0.484,45,1.126e-4,0.564,7.182e-6,1.687,-0.003,77.223,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.762,24.09,3.068,0,0,0.072,0.617,0.433,0.063,0.12,0.618,0.119,0.364,3.479e-4,0,0,0,0,1.729e-4,2.091,90,14.237,999.478,0.001,339.926,0.058,5.653e5,2.5,4.909,0.05,0.2,0
3.522,118.375,118.375,18.756,18.916,-10.837,10.849,8.966,2.671e-5,8.966,90,2.461,0.52,45,1.142e-4,0.718,9.057e-6,4.888,-0.004,77.062,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.715,24.09,3.05,0,0,0.068,0.617,0.433,0.063,0.12,0.618,0.152,0.463,-1.257e-4,0,0,0,0,0.002,2.096,90,14.231,999.367,0.001,339.923,0.057,5.501e5,2.5,4.909,0.05,0.201,0
3.572,119.3,119.3,18.216,18.377,-10.775,10.787,9.088,2.881e-5,9.088,90,2.434,0.514,45,1.157e-4,0.761,7.694e-6,9.084,-0.006,76.712,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.702,24.09,3.045,0,0,0.065,0.617,0.433,0.063,0.12,0.618,0.162,0.486,-1.773e-4,0,0,0,0,0.006,2.124,90,14.225,999.258,0.001,339.919,0.055,5.351e5,2.5,4.909,0.05,0.202,0
3.622,120.197,120.197,17.678,17.841,-10.74,10.747,9.209,3.108e-5,9.209,90,2.412,0.391,45,1.173e-4,0.461,8.763e-6,12.003,-0.009,76.178,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.792,24.09,3.081,0,0,0.061,0.617,0.433,0.063,0.12,0.617,0.097,0.288,4.619e-4,0,0,0,0,0.01,2.089,90,14.219,999.153,0.001,339.915,0.054,5.198e5,2.5,4.909,0.05,0.202,0
3.672,121.067,121.067,17.142,17.308,-10.699,10.703,9.33,3.358e-5,9.33,90,2.395,0.318,45,1.188e-4,0.265,8.322e-6,13.415,-0.016,75.539,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.852,24.09,3.105,0,0,0.058,0.617,0.433,0.063,0.12,0.617,0.055,0.158,-2.61e-4,0,0,0,0,0.014,2.111,90,14.213,999.051,0.001,339.912,0.052,5.05e5,2.5,4.909,0.05,0.203,0
3.722,121.911,121.911,16.608,16.777,-10.664,10.666,9.449,3.63e-5,9.449,90,2.38,0.234,45,1.203e-4,0.006,8.39e-6,14.191,-0.781,74.843,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.933,24.09,3.137,0,0,0.054,0.617,0.433,0.063,0.12,0.617,0.001,-0.011,1.215e-4,0,0,0,0,0.015,2.121,90,14.208,998.952,0.001,339.909,0.051,4.903e5,2.5,4.909,0.05,0.204,0
3.772,122.728,122.728,16.075,16.249,-10.657,10.657,9.568,3.925e-5,9.568,90,2.372,0.06,45,1.218e-4,0.612,8.434e-6,-13.052,-0.006,74.151,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.746,24.09,3.062,0,0,0.051,0.617,0.433,0.063,0.12,0.618,0.129,0.41,-2.903e-4,0,0,0,0,-0.015,2.007,90,14.202,998.856,0.001,339.905,0.049,4.747e5,2.5,4.909,0.05,0.204,0
3.822,123.519,123.519,15.542,15.722,-10.616,10.616,9.686,4.245e-5,9.686,90,2.372,0.026,45,1.234e-4,0.759,7.842e-6,-9.658,-0.004,73.582,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.702,24.09,3.045,0,0,0.048,0.617,0.433,0.064,0.12,0.618,0.161,0.498,4.681e-4,0,0,0,0,-0.009,1.984,90,14.197,998.763,0.001,339.902,0.047,4.599e5,2.5,4.909,0.05,0.205,0
3.872,124.282,124.282,15.014,15.199,-10.531,10.532,9.805,4.589e-5,9.805,90,2.367,0.148,45,1.249e-4,0.274,8.34e-6,-7.899,-0.012,73.151,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.849,24.09,3.104,0,0,0.045,0.617,0.433,0.064,0.12,0.617,0.057,0.184,-3.285e-4,0,0,0,0,-0.006,2.101,90,14.192,998.674,0.001,339.899,0.046,4.463e5,2.5,4.909,0.05,0.205,0
3.922,125.02,125.02,14.489,14.68,-10.453,10.456,9.923,4.954e-5,9.923,90,2.358,0.251,45,1.264e-4,0.206,8.371e-6,7.602,-0.008,72.77,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.87,24.09,3.112,0,0,0.042,0.617,0.433,0.064,0.12,0.617,0.043,0.128,-8.416e-5,0,0,0,0,0.006,2.193,90,14.187,998.587,0.001,339.896,0.045,4.326e5,2.5,4.909,0.05,0.206,0
3.972,125.731,125.731,13.968,14.164,-10.387,10.391,10.04,5.334e-5,10.04,90,2.342,0.319,45,1.279e-4,0.578,8.315e-6,9.091,-4.904e-4,72.358,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.756,24.09,3.066,0,0,0.04,0.617,0.433,0.064,0.12,0.618,0.122,0.365,2.891e-4,0,0,0,0,0.009,2.256,90,14.183,998.504,0.001,339.894,0.043,4.189e5,2.5,4.909,0.05,0.207,0
4.022,126.417,126.417,13.45,13.65,-10.343,10.348,10.157,5.721e-5,10.157,90,2.327,0.308,45,1.294e-4,0.606,8.357e-6,10.803,-6.324e-5,71.86,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.748,24.09,3.063,0,0,0.037,0.617,0.433,0.064,0.12,0.618,0.128,0.378,-4.481e-4,0,0,0,0,0.014,2.238,90,14.178,998.423,0.001,339.891,0.042,4.046e5,2.5,4.909,0.05,0.207,0
4.072,127.077,127.077,12.934,13.139,-10.302,10.307,10.273,6.111e-5,10.273,90,2.312,0.295,45,1.308e-4,0.623,8.572e-6,12.435,0.002,71.279,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.743,24.09,3.061,0,0,0.035,0.617,0.433,0.064,0.12,0.618,0.132,0.383,4.244e-4,0,0,0,0,0.02,2.229,90,14.174,998.346,0.001,339.888,0.04,3.904e5,2.5,4.909,0.05,0.208,0
4.122,127.71,127.71,12.42,12.631,-10.264,10.268,10.388,6.499e-5,10.388,90,2.297,0.281,45,1.323e-4,0.631,8.529e-6,13.966,0.001,70.618,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.74,24.09,3.06,0,0,0.032,0.617,0.433,0.064,0.12,0.618,0.133,0.381,3.272e-4,0,0,0,0,0.027,2.226,90,14.17,998.272,0.001,339.886,0.039,3.765e5,2.5,4.909,0.05,0.209,0
4.172,128.319,128.319,11.908,12.125,-10.233,10.236,10.503,6.884e-5,10.503,90,2.284,0.25,45,1.338e-4,0.53,8.838e-6,15.329,0.001,69.884,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.771,24.09,3.072,0,0,0.03,0.618,0.433,0.064,0.12,0.618,0.112,0.309,1.739e-4,0,0,0,0,0.035,2.203,90,14.166,998.2,0.001,339.883,0.037,3.624e5,2.5,4.909,0.05,0.209,0
4.222,128.901,128.901,11.397,11.621,-10.206,10.208,10.617,7.266e-5,10.617,90,2.272,0.216,45,1.352e-4,0.389,8.844e-6,16.158,2.122e-4,69.095,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.813,24.09,3.089,0,0,0.028,0.619,0.435,0.064,0.12,0.62,0.082,0.211,6.365e-5,0,0,0,0,0.042,2.17,90,14.162,998.132,0.001,339.881,0.036,3.483e5,2.5,4.909,0.05,0.21,0
4.272,129.458,129.458,10.887,11.12,-10.181,10.182,10.73,7.646e-5,10.73,90,2.262,0.189,45,1.366e-4,0.263,8.885e-6,16.759,-0.003,68.271,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.852,24.09,3.105,0,0,0.026,0.623,0.439,0.064,0.12,0.623,0.055,0.122,-2.947e-5,0,0,0,0,0.049,2.135,90,14.159,998.067,0.001,339.879,0.035,3.344e5,2.5,4.909,0.05,0.21,0
4.322,129.99,129.99,10.379,10.62,-10.146,10.148,10.843,8.026e-5,10.843,90,2.253,0.192,45,1.381e-4,0.361,8.934e-6,16.987,-0.004,67.428,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.822,24.09,3.093,0,0,0.024,0.627,0.443,0.064,0.12,0.628,0.076,0.18,-2.224e-4,0,0,0,0,0.054,2.138,90,14.155,998.004,0.001,339.877,0.033,3.209e5,2.5,4.909,0.05,0.211,0
4.372,130.496,130.496,9.872,10.124,-10.115,10.116,10.955,8.408e-5,10.955,90,2.243,0.188,45,1.395e-4,0.42,8.958e-6,17.786,-0.005,66.559,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.804,24.09,3.085,0,0,0.022,0.632,0.447,0.064,0.12,0.632,0.088,0.207,2.536e-4,0,0,0,0,0.065,2.124,90,14.152,997.945,0.001,339.875,0.032,3.074e5,2.5,4.909,0.05,0.212,0
4.422,130.977,130.977,9.367,9.63,-10.103,10.104,11.067,8.791e-5,11.067,90,2.235,0.137,45,1.409e-4,0.025,8.946e-6,17.905,-0.091,65.664,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.926,24.09,3.134,0,0,0.02,0.637,0.452,0.065,0.12,0.637,0.005,-0.051,-1.802e-4,0,0,0,0,0.067,2.007,90,14.149,997.889,0.001,339.873,0.03,2.928e5,2.5,4.909,0.05,0.212,0
4.472,131.433,131.433,8.862,9.138,-10.063,10.064,11.179,9.177e-5,11.179,90,2.228,0.162,45,1.424e-4,0.371,8.962e-6,17.764,-0.008,64.774,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.819,24.09,3.091,0,0,0.018,0.642,0.457,0.065,0.12,0.642,0.078,0.162,2.041e-4,0,0,0,0,0.078,2.018,90,14.146,997.835,0.001,339.871,0.029,2.798e5,2.5,4.909,0.05,0.213,0
4.522,131.863,131.863,8.361,8.65,-10.017,10.019,11.29,9.566e-5,11.29,90,2.218,0.202,45,1.438e-4,0.965,8.956e-6,18.67,-0.004,63.866,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.641,24.09,3.02,0,0,0.017,0.647,0.462,0.065,0.12,0.648,0.206,0.527,3.316e-4,0,0,0,0,0.094,2.06,90,14.143,997.785,0.001,339.869,0.028,2.674e5,2.5,4.909,0.05,0.214,0
4.572,132.269,132.269,7.861,8.165,-9.981,9.983,11.401,9.958e-5,11.401,89.999,2.208,0.218,45,1.452e-4,1.362,8.968e-6,19.714,-0.002,62.908,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.525,24.09,2.974,0,0,0.016,0.652,0.467,0.065,0.12,0.655,0.294,0.758,4.676e-5,0,0,0,0,0.116,2.052,90,14.14,997.737,0.001,339.868,0.026,2.545e5,2.5,4.909,0.05,0.214,0
4.622,132.65,132.65,7.363,7.683,-9.945,9.947,11.511,1.035e-4,11.511,89.999,2.196,0.235,45,1.466e-4,1.848,8.934e-6,21.357,-0.002,61.882,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.387,24.09,2.919,0,0,0.014,0.658,0.472,0.065,0.12,0.664,0.404,1.03,-4.822e-4,0,0,0,0,0.151,2.049,90,14.138,997.692,0.001,339.866,0.025,2.42e5,2.5,4.909,0.05,0.215,0
4.672,133.005,133.005,6.866,7.205,-9.899,9.903,11.62,1.075e-4,11.62,89.999,2.185,0.274,45,1.48e-4,2.714,8.916e-6,23.015,-7.661e-4,60.775,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.151,24.09,2.824,0,0,0.013,0.663,0.478,0.065,0.12,0.677,0.609,1.525,4.184e-4,0,0,0,0,0.193,2.096,90,14.135,997.651,0.001,339.865,0.024,2.303e5,2.5,4.909,0.05,0.215,0
4.722,133.336,133.336,6.373,6.732,-9.844,9.85,11.729,1.115e-4,11.729,89.999,2.169,0.334,45,1.494e-4,3.986,8.866e-6,25.81,-7.242e-4,59.558,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,30.826,24.09,2.694,0,0,0.012,0.668,0.483,0.065,0.12,0.696,0.925,2.227,2.359e-4,0,0,0,0,0.267,2.2,90,14.133,997.612,0.001,339.864,0.023,2.2e5,2.5,4.909,0.05,0.216,0
4.772,133.643,133.643,5.881,6.263,-9.834,9.839,11.837,1.154e-4,11.837,89.999,2.152,0.296,45,1.507e-4,3.98,8.899e-6,28.626,-3.953e-4,58.195,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,30.827,24.09,2.695,0,0,0.011,0.676,0.49,0.066,0.12,0.704,0.924,2.117,3.031e-4,0,0,0,0,0.372,2.087,90,14.131,997.576,0.001,339.862,0.021,2.064e5,2.5,4.909,0.05,0.217,0
4.822,133.924,133.924,5.39,5.798,-9.828,9.831,11.944,1.194e-4,11.944,89.999,2.139,0.255,45,1.521e-4,3.907,8.93e-6,30.722,2.405e-4,56.709,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,30.845,24.09,2.702,0,0,0.01,0.684,0.498,0.066,0.12,0.712,0.905,1.953,4.014e-4,0,0,0,0,0.493,1.952,90,14.129,997.543,0.001,339.861,0.02,1.926e5,2.5,4.909,0.05,0.219,0
4.872,134.182,134.182,4.899,5.34,-9.793,9.797,12.051,1.234e-4,12.051,89.999,2.126,0.271,45,1.535e-4,4.892,8.964e-6,32.715,6.153e-4,55.124,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,30.608,24.09,2.607,0,0,0.009,0.692,0.505,0.066,0.12,0.733,1.163,2.404,3.302e-5,0,0,0,0,0.629,1.951,90,14.128,997.513,0.001,339.86,0.019,1.814e5,2.5,4.909,0.05,0.22,0
4.922,134.414,134.414,4.41,4.89,-9.747,9.752,12.157,1.274e-4,12.157,89.999,2.112,0.306,45,1.548e-4,6.426,8.864e-6,35.063,8.782e-4,53.431,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,30.264,24.09,2.469,0,0,0.008,0.699,0.512,0.066,0.12,0.766,1.589,3.116,-2.902e-4,0,0,0,0,0.808,2,90,14.126,997.485,0.001,339.859,0.018,1.716e5,2.5,4.909,0.05,0.221,0
