# Simulation 1 (Data loaded from a file)
# 559 data points written for 58 variables.
#
# Altitude (m),Altitude above sea level (m),Latitude (° N),Longitude (° E),Thrust-to-weight ratio (​),Wind direction (°),Air density (g/cm³),Time (​),Vertical velocity (​),Total velocity (​),Vertical acceleration (​),Total acceleration (​),Position East of launch (​),Position North of launch (​),Lateral distance (​),Lateral direction (​),Lateral velocity (​),Lateral acceleration (​),Angle of attack (​),Roll rate (​),Pitch rate (​),Yaw rate (​),Vertical orientation (zenith) (​),Lateral orientation (azimuth) (​),Mass (​),Motor mass (​),Longitudinal moment of inertia (​),Rotational moment of inertia (​),Gravitational acceleration (​),CP location (​),CG location (​),Stability margin calibers (​),Thrust (​),Drag force (​),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (​),Air temperature (​),Air pressure (​),Speed of sound (​),Mach number (​),Reynolds number (​),Reference length (​),Reference area (​),Simulation time step (​),Computation time (​),Coriolis acceleration (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
# Event LIFTOFF occurred at t=0.102 seconds
# Event LAUNCHROD occurred at t=0.264 seconds
# Event BURNOUT occurred at t=0.857 seconds
# Event EJECTION_CHARGE occurred at t=0.857 seconds
# Event STAGE_SEPARATION occurred at t=0.857 seconds
# Event IGNITION occurred at t=0.857 seconds
# Event BURNOUT occurred at t=1.714 seconds
# Event EJECTION_CHARGE occurred at t=1.714 seconds
# Event STAGE_SEPARATION occurred at t=1.714 seconds
# Event IGNITION occurred at t=1.714 seconds
# Event BURNOUT occurred at t=2.444 seconds
# Event EJECTION_CHARGE occurred at t=7.444 seconds
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=7.445 seconds
# Event APOGEE occurred at t=7.64 seconds
# Event GROUND_HIT occurred at t=72.071 seconds
# Event SIMULATION_END occurred at t=72.071 seconds
0,0,45,0,0,90.012,0.001,0,0,0,0,0,0,0,0,0,0,0,1.571,0,0,0,1.571,0,0.127,0.048,0.003,3.259e-5,9.806,NaN,0.364,NaN,0,0,1.654,1.351,0.183,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883,288.15,1.013e5,340.389,0.006,7.128e4,0.025,4.909e-4,0.01,0.006,0
0,0,45,0,0.303,90.012,0.001,0.01,0,0,0,0,0,0,0,0,0,0,1.571,0,0,0,1.571,0,0.127,0.048,0.003,3.259e-5,9.806,NaN,0.364,NaN,0.379,0,1.657,1.354,0.183,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.868,288.15,1.013e5,340.389,0.005,7.073e4,0.025,4.909e-4,0.01,0.011,0
0,0,45,0,0.607,90.012,0.001,0.02,0,0,0,0,0,0,0,0,0,0,1.571,0,0,0,1.571,0,0.127,0.048,0.003,3.259e-5,9.806,NaN,0.364,NaN,0.758,0,1.66,1.357,0.183,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.853,288.15,1.013e5,340.389,0.005,7.017e4,0.025,4.909e-4,0.01,0.014,0
0,0,45,0,0.91,90.012,0.001,0.03,0,0,0,0,0,0,0,0,0,0,1.571,0,0,0,1.571,0,0.127,0.047,0.003,3.259e-5,9.806,NaN,0.364,NaN,1.137,0,1.663,1.36,0.184,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.839,288.15,1.013e5,340.389,0.005,6.961e4,0.025,4.909e-4,0.006,0.017,0
1.132e-7,1.132e-7,45,0,1.092,90.012,0.001,0.036,9.399e-4,0.001,0.902,0.913,-1.655e-6,0,1.655e-6,4.712,6.888e-4,0.137,1.57,0,0,0,1.571,0,0.127,0.047,0.003,3.259e-5,9.806,NaN,0.364,NaN,1.364,0,1.665,1.362,0.184,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.83,288.15,1.013e5,340.389,0.005,6.925e4,0.025,4.909e-4,0.009,0.02,0
9.161e-5,9.161e-5,45,0,1.443,90.012,0.001,0.045,0.025,0.025,4.347,4.349,-1.338e-5,0,1.338e-5,4.712,0.002,0.135,1.557,0,0,0,1.571,0,0.127,0.047,0.003,3.258e-5,9.806,NaN,0.364,NaN,1.802,1.021e-8,1.668,1.364,0.184,0.12,1.031e-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.817,288.15,1.013e5,340.389,0.005,6.87e4,0.025,4.909e-4,0.01,0.023,0
6.184e-4,6.184e-4,45,0,1.834,90.012,0.001,0.055,0.087,0.087,8.177,8.179,-3.923e-5,0,3.923e-5,4.712,0.003,0.134,1.523,0,0,0,1.571,0,0.127,0.047,0.003,3.258e-5,9.806,NaN,0.364,NaN,2.289,4.493e-7,1.669,1.365,0.184,0.12,4.56e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.811,288.15,1.013e5,340.389,0.005,6.853e4,0.025,4.909e-4,0.009,0.025,0
0.002,0.002,45,0,2.186,90.012,0.001,0.064,0.176,0.176,11.628,11.628,-7.399e-5,0,7.399e-5,4.712,0.004,0.136,1.474,0,0,0,1.571,0,0.127,0.047,0.003,3.258e-5,9.806,NaN,0.364,NaN,2.727,3.596e-6,1.667,1.364,0.184,0.12,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.815,288.15,1.013e5,340.389,0.005,6.888e4,0.025,4.909e-4,0.01,0.028,0
0.004,0.004,45,0,2.85,90.012,0.001,0.074,0.325,0.325,18.145,18.145,-1.255e-4,0,1.255e-4,4.712,0.006,0.139,1.393,0,0,0,1.571,0,0.127,0.047,0.003,3.258e-5,9.806,NaN,0.364,NaN,3.554,2.133e-5,1.662,1.359,0.184,0.12,0.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,288.15,1.013e5,340.389,0.005,6.977e4,0.025,4.909e-4,0.008,0.031,0
0.007,0.007,45,0,3.383,90.012,0.001,0.082,0.491,0.491,23.365,23.365,-1.768e-4,0,1.768e-4,4.712,0.007,0.145,1.307,0,0,0,1.571,0,0.127,0.047,0.003,3.257e-5,9.806,NaN,0.364,NaN,4.215,6.889e-5,1.654,1.351,0.183,0.12,0.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.823,288.15,1.013e5,340.389,0.006,7.123e4,0.025,4.909e-4,0.01,0.034,0
