# Simulation 1 (Data loaded from a file)
# 359 data points written for 58 variables.
# Simulation warnings:
#   Open forward airframe (diameter > 0):  "Interstage"
#
# Altitude (m),Altitude above sea level (m),Latitude (° N),Longitude (° E),Thrust-to-weight ratio (​),Wind direction (°),Air density (g/cm³),Time (​),Vertical velocity (​),Total velocity (​),Vertical acceleration (​),Total acceleration (​),Position East of launch (​),Position North of launch (​),Lateral distance (​),Lateral direction (​),Lateral velocity (​),Lateral acceleration (​),Angle of attack (​),Roll rate (​),Pitch rate (​),Yaw rate (​),Vertical orientation (zenith) (​),Lateral orientation (azimuth) (​),Mass (​),Motor mass (​),Longitudinal moment of inertia (​),Rotational moment of inertia (​),Gravitational acceleration (​),CP location (​),CG location (​),Stability margin calibers (​),Thrust (​),Drag force (​),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (​),Air temperature (​),Air pressure (​),Speed of sound (​),Mach number (​),Reynolds number (​),Reference length (​),Reference area (​),Simulation time step (​),Computation time (​),Coriolis acceleration (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
# Event LIFTOFF occurred at t=0.067 seconds
# Event LAUNCHROD occurred at t=0.36 seconds
# Event BURNOUT occurred at t=1.535 seconds
# Event EJECTION_CHARGE occurred at t=1.535 seconds
# Event STAGE_SEPARATION occurred at t=1.535 seconds
# Event IGNITION occurred at t=1.535 seconds
# Event BURNOUT occurred at t=3.07 seconds
# Event EJECTION_CHARGE occurred at t=3.07 seconds
# Event APOGEE occurred at t=11.091 seconds
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=11.092 seconds
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=39.936 seconds
# Event GROUND_HIT occurred at t=64.194 seconds
# Event SIMULATION_END occurred at t=64.194 seconds
21.409,21.409,32.367,-106.83,6.591,90.012,0.001,0.87,50.248,50.274,49.759,50.183,0.121,-5.774e-6,0.121,1.571,1.61,6.511,0.01,-7.159e-9,0.113,-4.461e-6,1.488,1.571,2.37,0.414,0.62,0.007,9.795,1.536,1.302,2.306,153.019,11.078,0.88,0.416,0.341,0.123,0.881,0.291,0.656,2.362e-4,0,0,0,0,0.015,2.075,288.011,1.011e5,340.305,0.148,6.975e6,0.102,0.008,0.04,0.012,0.006
23.483,23.483,32.367,-106.83,6.434,90.012,0.001,0.91,52.226,52.258,47.94,48.205,0.191,-7.949e-6,0.191,1.571,1.846,5.052,0.003,-7.605e-9,0.152,2.674e-6,1.493,1.571,2.362,0.406,0.618,0.007,9.795,1.539,1.301,2.347,148.83,11.961,0.88,0.416,0.341,0.123,0.88,0.097,0.203,2.899e-4,0,0,0,0,0.024,2.046,287.997,1.01e5,340.296,0.154,7.249e6,0.102,0.008,0.02,0.012,0.006
24.511,24.511,32.367,-106.83,6.357,90.012,0.001,0.93,53.153,53.188,47.065,47.249,0.228,-8.994e-6,0.228,1.571,1.936,4.156,5.581e-4,-7.615e-9,-0.155,-2.848e-5,1.496,1.571,2.358,0.402,0.617,0.007,9.795,1.54,1.3,2.365,146.81,12.392,0.88,0.416,0.341,0.123,0.88,0.016,0.063,-8.186e-5,0,0,0,0,-0.024,2.074,287.991,1.01e5,340.292,0.157,7.377e6,0.102,0.008,0.029,0.013,0.007
26.088,26.088,32.367,-106.83,6.219,90.012,0.001,0.959,54.509,54.547,45.511,45.603,0.286,-1.05e-5,0.286,1.571,2.039,2.9,0.005,-7.646e-9,-0.138,-1.062e-5,1.5,1.571,2.352,0.396,0.616,0.007,9.795,1.538,1.299,2.354,143.274,13.039,0.881,0.416,0.341,0.123,0.881,0.157,0.389,-1.552e-5,0,0,0,0,-0.018,2.105,287.98,1.01e5,340.286,0.161,7.565e6,0.102,0.008,0.032,0.015,0.007
27.839,27.839,32.367,-106.83,6.069,90.012,0.001,0.991,55.925,55.965,43.79,43.83,0.352,-1.201e-5,0.352,1.571,2.114,1.882,0.009,0,-0.098,-8.628e-6,1.504,1.571,2.346,0.39,0.615,0.007,9.795,1.537,1.298,2.349,139.443,13.733,0.881,0.416,0.342,0.124,0.882,0.253,0.604,2.878e-4,0,0,0,0,-0.009,2.11,287.969,1.01e5,340.279,0.165,7.76e6,0.102,0.008,0.045,0.015,0.007
30.392,30.392,32.367,-106.83,5.856,90.012,0.001,1.036,57.834,57.875,41.297,41.317,0.449,-1.38e-5,0.449,1.571,2.181,1.291,0.01,-1.017e-8,-0.02,1.018e-5,1.507,1.571,2.337,0.381,0.613,0.007,9.795,1.537,1.297,2.359,134.057,14.689,0.881,0.416,0.342,0.124,0.882,0.276,0.652,2.317e-4,0,0,0,0,-3.33e-4,2.077,287.952,1.01e5,340.269,0.17,8.022e6,0.102,0.008,0.017,0.016,0.007
31.389,31.389,32.367,-106.83,5.774,90.012,0.001,1.053,58.533,58.575,40.331,40.352,0.486,-1.436e-5,0.486,1.571,2.203,1.294,0.009,-8.846e-9,0.011,1.206e-5,1.507,1.571,2.334,0.378,0.612,0.007,9.795,1.537,1.297,2.367,132.001,15.044,0.881,0.416,0.342,0.124,0.882,0.26,0.615,3.718e-4,0,0,0,0,9.615e-5,2.069,287.946,1.01e5,340.265,0.172,8.118e6,0.102,0.008,0.026,0.016,0.007
32.906,32.906,32.367,-106.83,5.618,90.012,0.001,1.079,59.547,59.589,38.566,38.589,0.543,-1.512e-5,0.543,1.571,2.236,1.322,0.008,-1.448e-8,0.055,-8.638e-7,1.506,1.571,2.33,0.374,0.611,0.007,9.795,1.537,1.296,2.377,128.199,15.57,0.882,0.416,0.342,0.124,0.882,0.238,0.562,1.397e-4,0,0,0,0,0.002,2.115,287.936,1.009e5,340.259,0.175,8.258e6,0.102,0.008,0.033,0.016,0.007
34.91,34.91,32.367,-106.83,5.416,90.012,0.001,1.112,60.793,60.836,36.25,36.297,0.618,-1.596e-5,0.618,1.571,2.287,1.844,0.005,-2.667e-8,0.103,-3.433e-6,1.503,1.571,2.324,0.368,0.609,0.007,9.795,1.539,1.295,2.398,123.271,16.224,0.882,0.415,0.342,0.124,0.882,0.158,0.371,2.975e-4,0,0,0,0,0.008,2.152,287.923,1.009e5,340.251,0.179,8.43e6,0.102,0.008,0.05,0.017,0.007
37.991,37.991,32.367,-106.83,5.048,90.012,0.001,1.162,62.501,62.547,32.114,32.285,0.736,-1.679e-5,0.736,1.571,2.414,3.318,0.001,-2.672e-8,-0.127,-2.623e-5,1.497,1.571,2.316,0.36,0.608,0.007,9.795,1.541,1.294,2.429,114.498,17.146,0.882,0.415,0.343,0.124,0.882,0.029,0.083,-7.987e-5,0,0,0,0,-0.012,2.12,287.903,1.009e5,340.239,0.184,8.664e6,0.102,0.008,0.011,0.017,0.008
