# Simulation 1 (Up to date)
# 324 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.372,59.916,59.916,3.595,3.735,-9.783,9.784,3.618,-1.268e-4,3.618,90.002,1.014,0.186,45,4.607e-5,6.229,2.753e-6,30.189,-0.005,57.068,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.009,17.712,1.719,0,0,0.005,0.646,0.458,0.068,0.12,0.705,1.46,2.189,-8.769e-5,0,0,0,0,0.321,1.914,90,14.611,1006.223,0.001,340.153,0.014,9.841e4,2.5,4.909,0.05,0.107,0
3.422,60.083,60.083,3.106,3.264,-9.763,9.765,3.668,-1.297e-4,3.668,90.002,1.004,0.187,45,4.672e-5,7.801,2.724e-6,32.803,-0.005,55.493,90,55.569,13.05,3.835e-4,9.063e-6,9.806,21.844,17.712,1.653,0,0,0.004,0.658,0.47,0.068,0.12,0.745,1.881,2.648,3.172e-4,0,0,0,0,0.461,1.823,90,14.609,1006.203,0.001,340.152,0.012,8.915e4,2.5,4.909,0.05,0.107,0
3.472,60.226,60.226,2.619,2.801,-9.737,9.739,3.718,-1.325e-4,3.718,90.002,0.995,0.2,45,4.735e-5,10.319,2.807e-6,35.43,-0.006,53.788,90,55.569,13.05,3.835e-4,9.063e-6,9.806,21.602,17.712,1.556,0,0,0.003,0.671,0.482,0.069,0.12,0.804,2.599,3.389,-4.885e-4,0,0,0,0,0.655,1.768,90,14.609,1006.186,0.001,340.152,0.011,8.079e4,2.5,4.909,0.05,0.108,0
3.522,60.345,60.345,2.133,2.349,-9.696,9.699,3.768,-1.353e-4,3.768,90.002,0.984,0.233,45,4.798e-5,14.275,2.712e-6,38.318,-0.005,51.946,90,55.569,13.05,3.835e-4,9.063e-6,9.806,21.27,17.712,1.423,0,0,0.003,0.683,0.494,0.069,0.12,0.874,3.828,4.538,-1.514e-5,0,0,0,0,0.912,1.778,90,14.608,1006.173,0.001,340.151,0.01,7.407e4,2.5,4.909,0.05,0.108,0
3.572,60.44,60.44,1.649,1.914,-9.653,9.656,3.817,-1.38e-4,3.817,90.002,0.972,0.259,45,4.86e-5,18.885,2.719e-6,41.565,-0.005,49.949,90,55.569,13.05,3.835e-4,9.063e-6,9.806,20.948,17.712,1.294,0,0,0.003,0.695,0.506,0.07,0.12,0.9,5.41,5.723,-3.39e-4,0,0,0,0,1.279,1.766,90,14.607,1006.161,0.001,340.151,0.009,6.783e4,2.5,4.909,0.05,0.109,0
3.622,60.51,60.51,1.167,1.51,-9.625,9.628,3.865,-1.407e-4,3.865,90.002,0.959,0.26,45,4.922e-5,24.446,2.725e-6,44.346,-0.005,47.797,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,20.636,17.712,1.169,0,0,0.002,0.707,0.517,0.07,0.12,0.869,6.739,4.38,-3.789e-4,0,0,0,0,1.716,1.744,90,14.607,1006.153,0.001,340.151,0.009,6.249e4,2.5,4.909,0.05,0.109,0
3.672,60.556,60.556,0.687,1.168,-9.586,9.59,3.912,-1.434e-4,3.912,90.002,0.945,0.269,45,4.982e-5,31.213,2.738e-6,45.83,-0.004,45.537,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,20.347,17.712,1.054,0,0,0.002,0.716,0.525,0.071,0.12,0.77,8.348,2.012,-8.701e-5,0,0,0,0,2.062,1.744,90,14.606,1006.148,0.001,340.15,0.008,5.892e4,2.5,4.909,0.05,0.109,0
3.722,60.579,60.579,0.209,0.955,-9.526,9.531,3.959,-1.46e-4,3.959,90.002,0.931,0.296,45,5.042e-5,38.805,2.743e-6,46.145,-0.004,43.233,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,20.12,17.712,0.963,0,0,0.001,0.72,0.529,0.071,0.12,0.612,10.352,-0.456,4.17e-4,0,0,0,0,2.206,1.762,90,14.606,1006.145,0.001,340.15,0.008,5.735e4,2.5,4.909,0.008,0.11,0
# Event EJECTION_CHARGE occurred at t=3.73 seconds
3.73,60.58,60.58,0.134,0.939,-9.511,9.516,3.967,-1.464e-4,3.967,90.002,0.929,0.305,45,5.052e-5,40.047,2.743e-6,46.104,-0.004,42.87,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,20.091,17.712,0.952,0,0,0.001,0.72,0.529,0.071,0.12,0.584,10.692,-0.812,-7.083e-6,0,0,0,0,2.183,1.781,90,14.606,1006.145,0.001,340.15,0.008,5.76e4,2.5,4.909,0.003,0.111,0
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=3.731 seconds
3.733,60.58,60.58,0.11,0.935,-9.991,10.988,3.969,-1.465e-4,3.969,90.002,0.928,4.574,45,5.055e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.254,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.787,90,14.606,1006.145,0.001,340.15,0.008,5.768e4,2.5,4.909,0.011,0.229,0
# Event APOGEE occurred at t=3.743 seconds
3.743,60.581,60.581,0,0.878,-9.806,10.785,3.979,-1.471e-4,3.979,90.002,0.878,4.49,45,5.067e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.249,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.813,90,14.606,1006.145,0.001,340.15,0.008,5.713e4,2.5,4.909,0.093,0.229,0
3.836,60.539,60.539,-0.909,1.02,-8.377,9.166,4.041,-1.514e-4,4.041,90.002,0.462,3.72,45,5.146e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.221,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.905,90,14.606,1006.15,0.001,340.15,0.007,5.382e4,2.5,4.909,0.109,0.23,0
3.945,60.39,60.39,-1.823,1.824,-6.533,7.682,4.069,-1.557e-4,4.069,90.002,0.056,4.042,45,5.182e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.289,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.195,90,14.607,1006.167,0.001,340.151,0.009,6.149e4,2.5,4.909,0.13,0.23,0
4.075,60.097,60.097,-2.674,2.715,-4.578,5.629,4.042,-1.598e-4,4.042,90.002,0.47,3.275,45,5.148e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.343,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.145,90,14.609,1006.202,0.001,340.152,0.009,6.696e4,2.5,4.909,0.178,0.23,0
4.253,59.55,59.55,-3.487,3.642,-1.863,3.235,3.907,-1.638e-4,3.907,90.002,1.052,2.644,45,4.976e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.465,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.213,90,14.613,1006.266,0.001,340.154,0.011,7.801e4,2.5,4.909,0.231,0.23,0
4.484,58.693,58.693,-3.918,4.257,-0.234,1.076,3.593,-1.668e-4,3.593,90.003,1.664,1.05,45,4.576e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.535,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.094,90,14.618,1006.366,0.001,340.158,0.012,8.367e4,2.5,4.909,0.206,0.23,0
4.69,57.882,57.882,-3.966,4.389,0.012,1.149,3.228,-1.681e-4,3.228,90.003,1.88,1.149,45,4.111e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.549,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.344,90,14.624,1006.461,0.001,340.161,0.012,8.477e4,2.5,4.909,0.203,0.23,0
4.894,57.076,57.076,-3.964,4.492,-0.057,0.417,2.822,-1.687e-4,2.822,90.003,2.114,0.414,45,3.594e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.542,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.282,90,14.629,1006.556,0.001,340.164,0.012,8.423e4,2.5,4.909,0.203,0.231,0
5.097,56.268,56.268,-3.975,4.542,-5.814e-4,0.38,2.383,-1.69e-4,2.383,90.004,2.198,0.38,45,3.035e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.352,90,14.634,1006.651,0.001,340.167,0.012,8.446e4,2.5,4.909,0.203,0.231,0
5.3,55.461,55.461,-3.975,4.58,-0.007,0.035,1.93,-1.692e-4,1.93,90.005,2.275,0.034,45,2.458e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.261,90,14.64,1006.745,0.001,340.17,0.012,8.441e4,2.5,4.909,0.203,0.231,0
5.503,54.655,54.655,-3.977,4.578,0.001,0.092,1.469,-1.693e-4,1.469,90.007,2.268,0.092,45,1.871e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.305,90,14.645,1006.84,0.001,340.174,0.012,8.445e4,2.5,4.909,0.203,0.231,0
5.706,53.849,53.849,-3.976,4.587,0.012,0.488,1.007,-1.693e-4,1.007,90.01,2.287,0.488,45,1.283e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.089,90,14.65,1006.934,0.001,340.177,0.012,8.455e4,2.5,4.909,0.203,0.231,0
5.908,53.043,53.043,-3.974,4.536,-0.008,0.271,0.554,-1.693e-4,0.554,90.018,2.188,0.271,45,7.053e-6,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.078,90,14.655,1007.029,0.001,340.18,0.012,8.443e4,2.5,4.909,0.203,0.231,0
6.111,52.236,52.236,-3.976,4.511,0.001,0.288,0.116,-1.694e-4,0.116,90.084,2.133,0.288,45,1.473e-6,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,90,14.66,1007.124,0.001,340.183,0.012,8.447e4,2.5,4.909,0.203,0.231,0
6.314,51.43,51.43,-3.975,4.484,0.01,0.508,-0.311,-1.694e-4,0.311,269.969,2.074,0.508,45,-3.959e-6,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.868,90,14.666,1007.218,0.001,340.186,0.012,8.455e4,2.5,4.909,0.203,0.231,0
6.517,50.624,50.624,-3.973,4.435,0.007,0.618,-0.721,-1.694e-4,0.721,269.987,1.971,0.618,45,-9.182e-6,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.721,90,14.671,1007.313,0.001,340.189,0.012,8.456e4,2.5,4.909,0.203,0.231,0
6.72,49.819,49.819,-3.972,4.38,-0.013,0.324,-1.108,-1.694e-4,1.108,269.991,1.846,0.324,45,-1.411e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.714,90,14.676,1007.407,0.001,340.193,0.012,8.442e4,2.5,4.909,0.203,0.232,0
6.923,49.012,49.012,-3.975,4.355,0.005,0.441,-1.476,-1.694e-4,1.476,269.993,1.78,0.441,45,-1.88e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.602,90,14.681,1007.502,0.001,340.196,0.012,8.452e4,2.5,4.909,0.203,0.232,0
7.125,48.207,48.207,-3.974,4.318,-0.005,0.294,-1.828,-1.694e-4,1.828,269.995,1.691,0.294,45,-2.328e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81,90,14.687,1007.596,0.001,340.199,0.012,8.445e4,2.5,4.909,0.203,0.232,0
7.328,47.401,47.401,-3.974,4.343,-0.003,0.074,-2.177,-1.694e-4,2.177,269.996,1.75,0.074,45,-2.772e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.72,90,14.692,1007.691,0.001,340.202,0.012,8.444e4,2.5,4.909,0.203,0.232,0
7.531,46.595,46.595,-3.975,4.337,0.003,0.205,-2.53,-1.694e-4,2.53,269.996,1.735,0.205,45,-3.222e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.652,90,14.697,1007.785,0.001,340.205,0.012,8.448e4,2.5,4.909,0.203,0.232,0
7.734,45.789,45.789,-3.975,4.321,-0.001,0.028,-2.878,-1.694e-4,2.878,269.997,1.694,0.028,45,-3.665e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.705,90,14.702,1007.88,0.001,340.209,0.012,8.446e4,2.5,4.909,0.203,0.232,0
7.936,44.984,44.984,-3.975,4.323,7.848e-4,0.041,-3.222,-1.694e-4,3.222,269.997,1.7,0.041,45,-4.103e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.683,90,14.708,1007.974,0.001,340.212,0.012,8.447e4,2.5,4.909,0.203,0.232,0
8.139,44.178,44.178,-3.975,4.32,0.002,0.137,-3.565,-1.694e-4,3.565,269.997,1.691,0.137,45,-4.54e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.636,90,14.713,1008.069,0.001,340.215,0.012,8.448e4,2.5,4.909,0.203,0.232,0
8.342,43.373,43.373,-3.974,4.308,0.04,0.896,-3.905,-1.694e-4,3.905,269.998,1.663,0.895,45,-4.973e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.549,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.025,90,14.718,1008.163,0.001,340.218,0.012,8.481e4,2.5,4.909,0.203,0.233,0
8.544,42.568,42.568,-3.966,4.374,-0.011,0.754,-4.26,-1.694e-4,4.26,269.998,1.845,0.754,45,-5.426e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,90,14.723,1008.257,0.001,340.221,0.012,8.455e4,2.5,4.909,0.203,0.233,0
8.747,41.762,41.762,-3.968,4.443,-0.028,0.028,-4.651,-1.694e-4,4.651,269.998,1.998,0.004,45,-5.923e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.543,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.999,90,14.729,1008.352,0.001,340.224,0.012,8.435e4,2.5,4.909,0.203,0.233,0
8.95,40.956,40.956,-3.974,4.448,0.002,0.17,-5.056,-1.694e-4,5.056,269.998,1.999,0.17,45,-6.439e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93,90,14.734,1008.446,0.001,340.228,0.012,8.449e4,2.5,4.909,0.203,0.233,0
9.153,40.151,40.151,-3.974,4.433,-1.987e-4,0.102,-5.458,-1.694e-4,5.458,269.998,1.964,0.102,45,-6.95e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.006,90,14.739,1008.541,0.001,340.231,0.012,8.448e4,2.5,4.909,0.203,0.233,0
9.355,39.346,39.346,-3.974,4.442,0.013,0.504,-5.858,-1.694e-4,5.858,269.998,1.985,0.504,45,-7.46e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781,90,14.744,1008.635,0.001,340.234,0.012,8.459e4,2.5,4.909,0.203,0.233,0
9.558,38.541,38.541,-3.971,4.395,-0.011,0.149,-6.25,-1.694e-4,6.25,269.998,1.883,0.149,45,-7.959e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.943,90,14.749,1008.73,0.001,340.237,0.012,8.444e4,2.5,4.909,0.203,0.233,0
9.761,37.736,37.736,-3.973,4.41,0.02,0.634,-6.634,-1.694e-4,6.634,269.999,1.913,0.634,45,-8.449e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.169,90,14.755,1008.824,0.001,340.24,0.012,8.465e4,2.5,4.909,0.203,0.233,0
9.963,36.931,36.931,-3.969,4.463,-0.014,0.335,-7.035,-1.694e-4,7.035,269.999,2.041,0.334,45,-8.959e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.906,90,14.76,1008.919,0.001,340.243,0.012,8.445e4,2.5,4.909,0.203,0.233,0
10.166,36.126,36.126,-3.972,4.435,-0.003,0.21,-7.442,-1.694e-4,7.442,269.999,1.974,0.21,45,-9.477e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.888,90,14.765,1009.013,0.001,340.247,0.012,8.448e4,2.5,4.909,0.203,0.234,0
10.369,35.321,35.321,-3.973,4.417,1.917e-4,0.183,-7.838,-1.694e-4,7.838,269.999,1.931,0.183,45,-9.981e-5,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.857,90,14.77,1009.107,0.001,340.25,0.012,8.449e4,2.5,4.909,0.203,0.234,0
10.571,34.516,34.516,-3.973,4.401,-8.811e-4,0.041,-8.225,-1.694e-4,8.225,269.999,1.894,0.041,45,-1.047e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.877,90,14.776,1009.202,0.001,340.253,0.012,8.449e4,2.5,4.909,0.203,0.234,0
10.774,33.711,33.711,-3.973,4.398,0.028,0.733,-8.608,-1.694e-4,8.608,269.999,1.886,0.732,45,-1.096e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.548,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.181,90,14.781,1009.296,0.001,340.256,0.012,8.473e4,2.5,4.909,0.203,0.234,0
10.977,32.907,32.907,-3.967,4.458,-0.026,0.097,-9.005,-1.694e-4,9.005,269.999,2.034,0.094,45,-1.147e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.996,90,14.786,1009.391,0.001,340.259,0.012,8.438e4,2.5,4.909,0.203,0.234,0
11.179,32.102,32.102,-3.972,4.454,0.015,0.537,-9.415,-1.694e-4,9.415,269.999,2.015,0.536,45,-1.199e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,90,14.791,1009.485,0.001,340.262,0.012,8.462e4,2.5,4.909,0.203,0.234,0
11.382,31.298,31.298,-3.969,4.502,0.008,0.657,-9.834,-1.694e-4,9.834,269.999,2.124,0.657,45,-1.252e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.389,90,14.797,1009.579,0.001,340.266,0.012,8.463e4,2.5,4.909,0.203,0.234,0
11.585,30.493,30.493,-3.968,4.565,-0.013,0.397,-10.278,-1.694e-4,10.278,269.999,2.257,0.397,45,-1.309e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.096,90,14.802,1009.674,0.001,340.269,0.012,8.448e4,2.5,4.909,0.203,0.234,0
11.787,29.689,29.689,-3.97,4.528,-0.005,0.226,-10.728,-1.694e-4,10.728,269.999,2.176,0.226,45,-1.366e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.085,90,14.807,1009.768,0.001,340.272,0.012,8.449e4,2.5,4.909,0.203,0.234,0
11.99,28.884,28.884,-3.971,4.507,0.037,0.878,-11.164,-1.694e-4,11.164,269.999,2.13,0.877,45,-1.422e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.549,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.776,90,14.812,1009.862,0.001,340.275,0.012,8.483e4,2.5,4.909,0.203,0.234,0
12.193,28.08,28.08,-3.964,4.419,-0.016,0.665,-11.578,-1.694e-4,11.578,269.999,1.953,0.665,45,-1.474e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.222,90,14.817,1009.957,0.001,340.278,0.012,8.453e4,2.5,4.909,0.203,0.235,0
12.395,27.276,27.276,-3.967,4.483,-5.556e-4,0.646,-11.987,-1.694e-4,11.987,269.999,2.088,0.646,45,-1.527e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.349,90,14.823,1010.051,0.001,340.281,0.012,8.46e4,2.5,4.909,0.203,0.235,0
