# Simulation 1 (Up to date)
# 324 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.497,35.32,35.32,23.111,23.152,-11.418,11.418,1.455,-2.511e-5,1.455,90.001,1.388,0.013,45,1.852e-5,0.377,-2.921e-7,23.684,0.042,81.258,89.997,55.569,13.05,3.835e-4,9.063e-6,9.806,22.734,17.712,2.009,0,0,0.089,0.542,0.358,0.063,0.121,0.542,0.079,0.15,-3.377e-4,0,0,0,0,0.008,2.01,90,14.77,1009.108,0.001,340.25,0.069,4.967e5,2.5,4.909,0.027,0.083,0
1.524,35.93,35.93,22.809,22.851,-11.318,11.325,1.491,-2.635e-5,1.491,90.001,1.382,0.412,45,1.899e-5,0.325,-5.035e-7,-23.699,0.048,81.897,89.996,55.569,13.05,3.835e-4,9.063e-6,9.806,22.741,17.712,2.012,0,0,0.086,0.542,0.358,0.063,0.121,0.542,0.068,0.144,-4.377e-4,0,0,0,0,-0.008,1.997,90,14.766,1009.036,0.001,340.247,0.068,4.903e5,2.5,4.909,0.04,0.084,0
1.563,36.829,36.829,22.361,22.402,-11.208,11.241,1.546,-2.772e-5,1.546,90.001,1.356,0.854,45,1.969e-5,1.144,3.907e-6,-16.053,0.013,82.712,89.997,55.569,13.05,3.835e-4,9.063e-6,9.806,22.628,17.712,1.966,0,0,0.083,0.542,0.358,0.063,0.121,0.544,0.243,0.481,-3.148e-4,0,0,0,0,-0.004,1.959,90,14.761,1008.931,0.001,340.244,0.066,4.806e5,2.5,4.909,0.015,0.084,0
1.578,37.153,37.153,22.198,22.238,-11.18,11.219,1.566,-2.811e-5,1.566,90.001,1.343,0.938,45,1.994e-5,1.316,4.005e-6,-11.777,0.01,82.915,89.997,55.569,13.05,3.835e-4,9.063e-6,9.806,22.605,17.712,1.957,0,0,0.082,0.542,0.358,0.063,0.121,0.545,0.28,0.551,-2.705e-4,0,0,0,0,-0.002,1.935,90,14.759,1008.893,0.001,340.243,0.066,4.771e5,2.5,4.909,0.013,0.084,0
1.591,37.438,37.438,22.054,22.094,-11.158,11.201,1.583,-2.841e-5,1.583,90.001,1.33,0.978,45,2.016e-5,1.411,4.104e-6,-7.653,0.012,83.041,89.998,55.569,13.05,3.835e-4,9.063e-6,9.806,22.592,17.712,1.952,0,0,0.081,0.542,0.358,0.063,0.121,0.545,0.301,0.589,-4.623e-4,0,0,0,0,-8.915e-4,1.915,90,14.757,1008.859,0.001,340.241,0.066,4.74e5,2.5,4.909,0.012,0.085,0
1.603,37.706,37.706,21.918,21.958,-11.14,11.184,1.599,-2.867e-5,1.599,90.001,1.318,0.993,45,2.036e-5,1.46,4.024e-6,-3.611,0.01,83.109,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,22.586,17.712,1.949,0,0,0.08,0.542,0.358,0.063,0.121,0.545,0.312,0.609,3.453e-5,0,0,0,0,-2.01e-4,1.899,90,14.755,1008.828,0.001,340.24,0.065,4.71e5,2.5,4.909,0.012,0.085,0
1.615,37.968,37.968,21.785,21.824,-11.122,11.167,1.615,-2.891e-5,1.615,90.001,1.306,0.998,45,2.056e-5,1.49,4.024e-6,0.413,0.009,83.129,90,55.569,13.05,3.835e-4,9.063e-6,9.806,22.582,17.712,1.948,0,0,0.079,0.542,0.358,0.063,0.121,0.546,0.319,0.621,-2.463e-4,0,0,0,0,2.658e-6,1.896,90,14.753,1008.797,0.001,340.239,0.065,4.681e5,2.5,4.909,0.012,0.086,0
1.627,38.226,38.226,21.653,21.691,-11.107,11.15,1.63,-2.915e-5,1.63,90.001,1.295,0.976,45,2.076e-5,1.473,4.143e-6,4.374,0.008,83.1,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.584,17.712,1.949,0,0,0.078,0.542,0.358,0.063,0.121,0.545,0.315,0.613,1.765e-4,0,0,0,0,3.021e-4,1.892,90,14.752,1008.767,0.001,340.238,0.064,4.653e5,2.5,4.909,0.012,0.086,0
1.639,38.488,38.488,21.518,21.556,-11.093,11.132,1.646,-2.939e-5,1.646,90.001,1.283,0.93,45,2.096e-5,1.408,4.156e-6,8.272,0.008,83.023,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.593,17.712,1.952,0,0,0.077,0.542,0.358,0.063,0.121,0.545,0.301,0.586,3.552e-4,0,0,0,0,0.001,1.889,90,14.75,1008.736,0.001,340.237,0.064,4.624e5,2.5,4.909,0.013,0.087,0
1.652,38.765,38.765,21.375,21.412,-11.08,11.114,1.662,-2.966e-5,1.662,90.001,1.271,0.863,45,2.117e-5,1.302,3.763e-6,12.093,0.008,82.891,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.607,17.712,1.958,0,0,0.076,0.542,0.358,0.063,0.121,0.545,0.277,0.541,-4.581e-4,0,0,0,0,0.002,1.889,90,14.748,1008.704,0.001,340.236,0.064,4.594e5,2.5,4.909,0.014,0.087,0
1.666,39.067,39.067,21.218,21.255,-11.065,11.094,1.68,-2.998e-5,1.68,90.001,1.26,0.803,45,2.14e-5,1.206,3.716e-6,15.926,0.012,82.692,90.003,55.569,13.05,3.835e-4,9.063e-6,9.806,22.62,17.712,1.963,0,0,0.075,0.542,0.358,0.063,0.121,0.544,0.256,0.499,-2.015e-4,0,0,0,0,0.004,1.917,90,14.746,1008.668,0.001,340.235,0.063,4.561e5,2.5,4.909,0.016,0.087,0
1.682,39.396,39.396,21.046,21.083,-11.051,11.074,1.7,-3.037e-5,1.7,90.001,1.248,0.712,45,2.165e-5,1.046,3.765e-6,19.635,0.016,82.415,90.004,55.569,13.05,3.835e-4,9.063e-6,9.806,22.641,17.712,1.972,0,0,0.074,0.542,0.358,0.063,0.121,0.544,0.222,0.431,-1.919e-4,0,0,0,0,0.006,1.947,90,14.744,1008.63,0.001,340.234,0.063,4.525e5,2.5,4.909,0.018,0.088,0
1.7,39.779,39.779,20.843,20.88,-11.04,11.055,1.722,-3.089e-5,1.722,90.001,1.236,0.58,45,2.194e-5,0.798,3.747e-6,23.131,0.024,82.021,90.005,55.569,13.05,3.835e-4,9.063e-6,9.806,22.675,17.712,1.985,0,0,0.072,0.542,0.358,0.063,0.12,0.543,0.168,0.325,3.611e-4,0,0,0,0,0.009,1.982,90,14.741,1008.585,0.001,340.232,0.062,4.483e5,2.5,4.909,0.025,0.088,0
1.725,40.291,40.291,20.57,20.607,-11.035,11.041,1.753,-3.174e-5,1.753,90.001,1.224,0.346,45,2.232e-5,0.324,4.666e-6,25.884,0.057,81.411,90.005,55.569,13.05,3.835e-4,9.063e-6,9.806,22.741,17.712,2.012,0,0,0.07,0.542,0.358,0.063,0.12,0.542,0.068,0.125,2.393e-4,0,0,0,0,0.012,2.002,90,14.738,1008.525,0.001,340.23,0.061,4.426e5,2.5,4.909,0.037,0.089,0
1.762,41.046,41.046,20.161,20.198,-11.046,11.046,1.798,-3.338e-5,1.798,90.001,1.218,0.028,45,2.29e-5,0.495,5.322e-6,-25.253,0.034,80.444,90.005,55.569,13.05,3.835e-4,9.063e-6,9.806,22.717,17.712,2.002,0,0,0.068,0.542,0.358,0.063,0.12,0.542,0.104,0.219,4.698e-4,0,0,0,0,-0.012,1.997,90,14.733,1008.436,0.001,340.227,0.06,4.34e5,2.5,4.909,0.039,0.089,0
1.801,41.826,41.826,19.729,19.767,-11.072,11.08,1.846,-3.552e-5,1.846,90.001,1.227,0.405,45,2.351e-5,1.367,1.977e-6,-17.935,0.011,79.581,90.004,55.569,13.05,3.835e-4,9.063e-6,9.806,22.598,17.712,1.954,0,0,0.065,0.542,0.358,0.063,0.12,0.545,0.292,0.576,1.723e-4,0,0,0,0,-0.006,1.916,90,14.728,1008.344,0.001,340.224,0.059,4.246e5,2.5,4.909,0.016,0.089,0
1.816,42.132,42.132,19.556,19.595,-11.058,11.066,1.865,-3.647e-5,1.865,90.001,1.234,0.415,45,2.375e-5,1.416,1.813e-6,-13.888,0.009,79.333,90.003,55.569,13.05,3.835e-4,9.063e-6,9.806,22.591,17.712,1.952,0,0,0.064,0.542,0.358,0.063,0.12,0.545,0.302,0.594,4.708e-4,0,0,0,0,-0.004,1.952,90,14.726,1008.309,0.001,340.223,0.058,4.211e5,2.5,4.909,0.015,0.09,0
1.832,42.431,42.431,19.387,19.427,-11.038,11.045,1.884,-3.745e-5,1.884,90.001,1.24,0.397,45,2.399e-5,1.4,1.696e-6,-9.933,0.008,79.15,90.003,55.569,13.05,3.835e-4,9.063e-6,9.806,22.593,17.712,1.953,0,0,0.063,0.542,0.358,0.063,0.12,0.545,0.299,0.586,1.95e-4,0,0,0,0,-0.002,1.987,90,14.724,1008.274,0.001,340.222,0.058,4.177e5,2.5,4.909,0.016,0.091,0
1.848,42.736,42.736,19.213,19.253,-11.01,11.016,1.904,-3.849e-5,1.904,90.001,1.246,0.353,45,2.424e-5,1.32,1.567e-6,-6.07,0.009,79.024,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.604,17.712,1.957,0,0,0.062,0.542,0.358,0.063,0.12,0.545,0.281,0.551,3.409e-4,0,0,0,0,-7.338e-4,2.023,90,14.722,1008.238,0.001,340.221,0.057,4.142e5,2.5,4.909,0.017,0.091,0
1.865,43.062,43.062,19.025,19.066,-10.985,10.99,1.925,-3.964e-5,1.925,90.001,1.252,0.331,45,2.451e-5,1.287,1.552e-6,-2.164,0.008,78.954,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.608,17.712,1.959,0,0,0.061,0.542,0.358,0.063,0.12,0.545,0.274,0.537,-4.842e-4,0,0,0,0,-9.505e-5,2.02,90,14.72,1008.2,0.001,340.219,0.057,4.103e5,2.5,4.909,0.018,0.091,0
1.883,43.401,43.401,18.829,18.871,-10.954,10.958,1.947,-4.085e-5,1.947,90.001,1.257,0.289,45,2.48e-5,1.205,1.21e-6,1.687,0.009,78.95,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.62,17.712,1.963,0,0,0.06,0.542,0.358,0.063,0.12,0.544,0.256,0.502,-1.603e-4,0,0,0,0,5.895e-5,2.01,90,14.718,1008.16,0.001,340.218,0.056,4.061e5,2.5,4.909,0.019,0.092,0
1.902,43.766,43.766,18.616,18.658,-10.915,10.917,1.972,-4.215e-5,1.972,90.001,1.262,0.221,45,2.511e-5,1.05,8.639e-7,5.402,0.009,79.02,90,55.569,13.05,3.835e-4,9.063e-6,9.806,22.641,17.712,1.971,0,0,0.058,0.542,0.358,0.063,0.12,0.544,0.222,0.438,2.428e-5,0,0,0,0,6.18e-4,1.997,90,14.716,1008.117,0.001,340.217,0.056,4.016e5,2.5,4.909,0.023,0.092,0
1.925,44.189,44.189,18.366,18.41,-10.87,10.871,2.001,-4.363e-5,2.001,90.001,1.267,0.143,45,2.548e-5,0.86,1.092e-6,9.018,0.013,79.187,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,22.666,17.712,1.982,0,0,0.057,0.542,0.358,0.063,0.12,0.543,0.182,0.358,-3.956e-4,0,0,0,0,0.002,1.956,90,14.713,1008.067,0.001,340.215,0.055,3.963e5,2.5,4.909,0.029,0.093,0
1.954,44.712,44.712,18.055,18.099,-10.807,10.807,2.037,-4.535e-5,2.037,90.001,1.269,0.011,45,2.595e-5,0.509,1.272e-6,12.21,0.017,79.496,89.998,55.569,13.05,3.835e-4,9.063e-6,9.806,22.715,17.712,2.001,0,0,0.055,0.542,0.358,0.063,0.12,0.542,0.107,0.21,-4.567e-4,0,0,0,0,0.003,1.913,90,14.709,1008.006,0.001,340.213,0.054,3.896e5,2.5,4.909,0.043,0.093,0
1.997,45.481,45.481,17.591,17.636,-10.706,10.709,2.092,-4.76e-5,2.092,90.001,1.263,0.275,45,2.664e-5,0.321,1.942e-6,-12.79,0.026,80.055,89.997,55.569,13.05,3.835e-4,9.063e-6,9.806,22.741,17.712,2.012,0,0,0.052,0.542,0.358,0.063,0.12,0.542,0.067,0.139,-3.154e-4,0,0,0,0,-0.004,1.923,90,14.704,1007.916,0.001,340.21,0.053,3.799e5,2.5,4.909,0.05,0.094,0
2.047,46.347,46.347,17.058,17.103,-10.636,10.642,2.155,-4.973e-5,2.155,90.001,1.247,0.359,45,2.744e-5,0.643,4.883e-7,-9.027,0.013,80.608,89.998,55.569,13.05,3.835e-4,9.063e-6,9.806,22.696,17.712,1.994,0,0,0.049,0.542,0.358,0.063,0.12,0.543,0.135,0.271,-2.269e-4,0,0,0,0,-0.002,1.772,90,14.699,1007.814,0.001,340.206,0.051,3.681e5,2.5,4.909,0.044,0.094,0
2.091,47.087,47.087,16.592,16.637,-10.56,10.576,2.209,-5.132e-5,2.209,90.001,1.226,0.581,45,2.813e-5,1.387,1.967e-6,-2.918,0.011,80.885,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.595,17.712,1.953,0,0,0.046,0.542,0.358,0.063,0.12,0.545,0.296,0.578,1.912e-5,0,0,0,0,-2.261e-4,1.85,90,14.694,1007.728,0.001,340.203,0.05,3.585e5,2.5,4.909,0.022,0.094,0
2.112,47.445,47.445,16.363,16.407,-10.536,10.553,2.236,-5.21e-5,2.236,90.001,1.213,0.59,45,2.847e-5,1.465,1.899e-6,1.297,0.011,80.903,90.003,55.569,13.05,3.835e-4,9.063e-6,9.806,22.584,17.712,1.949,0,0,0.045,0.542,0.358,0.063,0.12,0.546,0.313,0.61,4.258e-4,0,0,0,0,4.591e-5,1.838,90,14.692,1007.686,0.001,340.202,0.049,3.536e5,2.5,4.909,0.021,0.095,0
2.134,47.788,47.788,16.14,16.184,-10.522,10.535,2.261,-5.29e-5,2.261,90.001,1.201,0.528,45,2.88e-5,1.316,2.145e-6,5.058,0.011,80.835,90.004,55.569,13.05,3.835e-4,9.063e-6,9.806,22.604,17.712,1.957,0,0,0.044,0.542,0.358,0.063,0.12,0.545,0.28,0.548,3.548e-4,0,0,0,0,7.183e-4,1.785,90,14.689,1007.645,0.001,340.201,0.048,3.487e5,2.5,4.909,0.024,0.095,0
2.158,48.177,48.177,15.885,15.929,-10.504,10.515,2.29,-5.389e-5,2.29,90.001,1.189,0.475,45,2.916e-5,1.19,2.366e-6,8.692,0.012,80.667,90.005,55.569,13.05,3.835e-4,9.063e-6,9.806,22.621,17.712,1.964,0,0,0.043,0.542,0.358,0.064,0.12,0.544,0.253,0.494,5.21e-5,0,0,0,0,0.002,1.761,90,14.687,1007.6,0.001,340.199,0.047,3.432e5,2.5,4.909,0.028,0.096,0
2.186,48.613,48.613,15.594,15.638,-10.474,10.486,2.323,-5.516e-5,2.323,90.001,1.176,0.484,45,2.958e-5,1.263,3.084e-6,12.764,0.015,80.37,90.006,55.569,13.05,3.835e-4,9.063e-6,9.806,22.611,17.712,1.96,0,0,0.041,0.542,0.358,0.064,0.12,0.545,0.269,0.522,1.057e-4,0,0,0,0,0.005,1.825,90,14.684,1007.548,0.001,340.197,0.047,3.374e5,2.5,4.909,0.027,0.096,0
2.213,49.033,49.033,15.309,15.354,-10.459,10.467,2.355,-5.656e-5,2.355,90.001,1.163,0.401,45,2.999e-5,1.015,3.739e-6,16.551,0.019,79.969,90.006,55.569,13.05,3.835e-4,9.063e-6,9.806,22.645,17.712,1.973,0,0,0.04,0.542,0.358,0.064,0.12,0.544,0.215,0.416,5.928e-5,0,0,0,0,0.009,1.825,90,14.681,1007.499,0.001,340.196,0.046,3.314e5,2.5,4.909,0.035,0.096,0
2.248,49.568,49.568,14.94,14.984,-10.458,10.46,2.396,-5.866e-5,2.396,90.001,1.153,0.194,45,3.051e-5,0.268,3.111e-6,19.006,0.066,79.332,90.006,55.569,13.05,3.835e-4,9.063e-6,9.806,22.748,17.712,2.015,0,0,0.038,0.542,0.358,0.064,0.12,0.542,0.056,0.101,-3.46e-4,0,0,0,0,0.012,1.734,90,14.678,1007.436,0.001,340.194,0.045,3.232e5,2.5,4.909,0.05,0.097,0
2.298,50.302,50.302,14.417,14.463,-10.448,10.448,2.453,-6.209e-5,2.453,90.001,1.148,0.011,45,3.124e-5,0.486,4.102e-6,-18.25,0.033,78.384,90.005,55.569,13.05,3.835e-4,9.063e-6,9.806,22.718,17.712,2.002,0,0,0.035,0.542,0.358,0.064,0.12,0.543,0.102,0.216,4.202e-4,0,0,0,0,-0.012,1.689,90,14.673,1007.35,0.001,340.191,0.043,3.121e5,2.5,4.909,0.05,0.097,0
2.348,51.01,51.01,13.895,13.943,-10.411,10.411,2.51,-6.596e-5,2.51,90.002,1.148,0.008,45,3.197e-5,0.606,3.068e-6,-15.355,0.02,77.543,90.004,55.569,13.05,3.835e-4,9.063e-6,9.806,22.701,17.712,1.996,0,0,0.033,0.542,0.358,0.064,0.12,0.543,0.127,0.263,-4.069e-4,0,0,0,0,-0.009,1.768,90,14.668,1007.267,0.001,340.188,0.042,3.016e5,2.5,4.909,0.05,0.098,0
2.398,51.692,51.692,13.375,13.425,-10.401,10.402,2.568,-7.007e-5,2.568,90.002,1.152,0.137,45,3.27e-5,1.255,1.957e-6,-11.032,0.008,76.873,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.612,17.712,1.96,0,0,0.03,0.542,0.358,0.064,0.12,0.545,0.267,0.529,-4.259e-4,0,0,0,0,-0.005,1.66,90,14.664,1007.187,0.001,340.185,0.04,2.903e5,2.5,4.909,0.036,0.098,0
2.434,52.17,52.17,12.999,13.05,-10.347,10.348,2.61,-7.307e-5,2.61,90.002,1.155,0.03,45,3.323e-5,0.773,2.424e-6,-7.794,0.006,76.537,90,55.569,13.05,3.835e-4,9.063e-6,9.806,22.678,17.712,1.986,0,0,0.029,0.542,0.358,0.064,0.12,0.543,0.163,0.326,4.108e-4,0,0,0,0,-0.003,1.772,90,14.661,1007.131,0.001,340.183,0.039,2.83e5,2.5,4.909,0.05,0.099,0
2.484,52.807,52.807,12.483,12.536,-10.279,10.279,2.667,-7.708e-5,2.667,90.002,1.153,0.097,45,3.397e-5,0.102,2.073e-6,-6.097,-0.032,76.201,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,22.772,17.712,2.024,0,0,0.027,0.543,0.358,0.064,0.12,0.543,0.021,0.044,1.854e-5,0,0,0,0,-0.002,1.89,90,14.657,1007.057,0.001,340.181,0.038,2.729e5,2.5,4.909,0.05,0.099,0
2.534,53.418,53.418,11.971,12.026,-10.217,10.219,2.725,-8.082e-5,2.725,90.002,1.145,0.212,45,3.47e-5,0.608,1.571e-6,6.965,-0.011,75.885,89.998,55.569,13.05,3.835e-4,9.063e-6,9.806,22.701,17.712,1.995,0,0,0.025,0.545,0.361,0.064,0.12,0.546,0.128,0.252,1.151e-4,0,0,0,0,0.002,2.001,90,14.653,1006.985,0.001,340.178,0.036,2.628e5,2.5,4.909,0.05,0.099,0
2.584,54.004,54.004,11.461,11.517,-10.172,10.175,2.782,-8.423e-5,2.782,90.002,1.133,0.259,45,3.543e-5,0.988,1.115e-6,9.867,-0.009,75.468,89.998,55.569,13.05,3.835e-4,9.063e-6,9.806,22.648,17.712,1.975,0,0,0.023,0.549,0.364,0.064,0.12,0.55,0.209,0.407,9.314e-5,0,0,0,0,0.005,2.05,90,14.649,1006.916,0.001,340.176,0.035,2.526e5,2.5,4.909,0.05,0.1,0
2.634,54.564,54.564,10.954,11.011,-10.123,10.128,2.838,-8.732e-5,2.838,90.002,1.119,0.329,45,3.614e-5,1.56,4.568e-7,13.649,-0.005,74.886,89.998,55.569,13.05,3.835e-4,9.063e-6,9.806,22.571,17.712,1.944,0,0,0.022,0.552,0.368,0.064,0.12,0.556,0.334,0.638,3.006e-4,0,0,0,0,0.011,2.162,90,14.645,1006.851,0.001,340.174,0.034,2.428e5,2.5,4.909,0.043,0.1,0
2.677,55.025,55.025,10.52,10.578,-10.097,10.102,2.886,-8.975e-5,2.886,90.002,1.104,0.315,45,3.675e-5,1.6,1.219e-6,17.803,-0.005,74.211,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,22.566,17.712,1.942,0,0,0.02,0.555,0.371,0.064,0.12,0.559,0.343,0.646,4.542e-4,0,0,0,0,0.02,2.191,90,14.642,1006.797,0.001,340.172,0.032,2.341e5,2.5,4.909,0.046,0.101,0
2.723,55.494,55.494,10.06,10.119,-10.071,10.076,2.936,-9.214e-5,2.936,90.002,1.091,0.3,45,3.739e-5,1.633,1.412e-6,21.332,-0.003,73.317,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,22.562,17.712,1.94,0,0,0.019,0.559,0.374,0.064,0.12,0.563,0.35,0.648,1.565e-4,0,0,0,0,0.031,2.239,90,14.639,1006.741,0.001,340.17,0.031,2.25e5,2.5,4.909,0.049,0.101,0
2.772,55.977,55.977,9.566,9.626,-10.044,10.048,2.989,-9.456e-5,2.989,90.002,1.076,0.289,45,3.807e-5,1.696,1.02e-6,25.483,0.002,72.164,90,55.569,13.05,3.835e-4,9.063e-6,9.806,22.553,17.712,1.936,0,0,0.017,0.563,0.378,0.065,0.12,0.567,0.364,0.658,-2.589e-4,0,0,0,0,0.048,2.318,90,14.636,1006.685,0.001,340.168,0.03,2.155e5,2.5,4.909,0.05,0.102,0
2.822,56.443,56.443,9.064,9.126,-10.04,10.042,3.043,-9.694e-5,3.043,90.002,1.063,0.195,45,3.875e-5,1.012,1.72e-6,28.486,0.006,70.807,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.645,17.712,1.973,0,0,0.016,0.567,0.382,0.065,0.12,0.569,0.214,0.357,-8.351e-5,0,0,0,0,0.066,2.273,90,14.633,1006.63,0.001,340.167,0.028,2.05e5,2.5,4.909,0.05,0.102,0
2.872,56.883,56.883,8.561,8.626,-10.044,10.045,3.096,-9.931e-5,3.096,90.002,1.056,0.099,45,3.942e-5,0.097,1.841e-6,29.209,0.081,69.356,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.772,17.712,2.024,0,0,0.014,0.572,0.387,0.065,0.12,0.572,0.02,-0.037,-6.606e-5,0,0,0,0,0.077,2.186,90,14.63,1006.579,0.001,340.165,0.027,1.944e5,2.5,4.909,0.05,0.102,0
2.922,57.299,57.299,8.059,8.128,-10.04,10.04,3.148,-1.017e-4,3.148,90.002,1.053,0.044,45,4.009e-5,0.562,1.821e-6,-28.4,0.019,67.911,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.707,17.712,1.998,0,0,0.013,0.578,0.392,0.065,0.12,0.578,0.118,0.317,2.492e-4,0,0,0,0,-0.081,2.126,90,14.628,1006.53,0.001,340.163,0.025,1.839e5,2.5,4.909,0.05,0.103,0
2.972,57.689,57.689,7.557,7.63,-10.042,10.042,3.201,-1.042e-4,3.201,90.002,1.051,0.016,45,4.076e-5,1.417,2.058e-6,-26.644,0.009,66.53,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.59,17.712,1.951,0,0,0.012,0.583,0.398,0.065,0.12,0.587,0.303,0.671,-9.718e-5,0,0,0,0,-0.081,2.01,90,14.625,1006.484,0.001,340.162,0.024,1.731e5,2.5,4.909,0.05,0.103,0
3.022,58.055,58.055,7.055,7.133,-10.031,10.031,3.254,-1.069e-4,3.254,90.002,1.054,0.04,45,4.143e-5,1.922,2.415e-6,-23.632,0.006,65.272,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.523,17.712,1.925,0,0,0.01,0.59,0.404,0.065,0.12,0.596,0.415,0.87,9.078e-5,0,0,0,0,-0.072,1.913,90,14.623,1006.441,0.001,340.16,0.022,1.625e5,2.5,4.909,0.05,0.104,0
3.072,58.395,58.395,6.555,6.639,-9.99,9.99,3.306,-1.096e-4,3.306,90.002,1.055,0.004,45,4.21e-5,1.296,2.752e-6,-21.309,0.01,64.153,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.606,17.712,1.958,0,0,0.009,0.596,0.41,0.066,0.12,0.599,0.276,0.606,-3.519e-4,0,0,0,0,-0.066,1.94,90,14.62,1006.401,0.001,340.159,0.021,1.53e5,2.5,4.909,0.05,0.104,0
3.122,58.71,58.71,6.056,6.147,-9.94,9.94,3.359,-1.123e-4,3.359,90.002,1.053,0.067,45,4.278e-5,0.013,2.694e-6,-20.211,0.87,63.122,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.784,17.712,2.029,0,0,0.008,0.602,0.416,0.066,0.12,0.602,0.003,0.029,4.186e-4,0,0,0,0,-0.024,2.015,90,14.618,1006.364,0.001,340.158,0.02,1.441e5,2.5,4.909,0.05,0.105,0
3.172,59.001,59.001,5.561,5.659,-9.891,9.892,3.411,-1.152e-4,3.411,90.002,1.048,0.126,45,4.344e-5,1.519,2.729e-6,20.95,0.003,62.098,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.577,17.712,1.946,0,0,0.007,0.609,0.423,0.066,0.12,0.613,0.325,0.55,-2.675e-4,0,0,0,0,0.081,2.088,90,14.616,1006.33,0.001,340.156,0.019,1.355e5,2.5,4.909,0.05,0.105,0
3.222,59.266,59.266,5.067,5.173,-9.855,9.856,3.464,-1.181e-4,3.464,90.002,1.041,0.16,45,4.411e-5,2.772,2.727e-6,22.592,-0.001,61.012,90.002,55.569,13.05,3.835e-4,9.063e-6,9.806,22.414,17.712,1.881,0,0,0.007,0.616,0.43,0.066,0.12,0.63,0.608,1.036,4.662e-4,0,0,0,0,0.109,2.096,90,14.615,1006.299,0.001,340.155,0.018,1.265e5,2.5,4.909,0.05,0.105,0
3.272,59.507,59.507,4.575,4.69,-9.824,9.826,3.516,-1.21e-4,3.516,90.002,1.032,0.182,45,4.477e-5,3.998,2.775e-6,24.982,-0.003,59.825,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.264,17.712,1.821,0,0,0.006,0.625,0.438,0.067,0.12,0.651,0.899,1.482,4.044e-4,0,0,0,0,0.154,2.074,90,14.613,1006.271,0.001,340.155,0.016,1.174e5,2.5,4.909,0.05,0.106,0
3.322,59.724,59.724,4.084,4.211,-9.803,9.804,3.567,-1.239e-4,3.567,90.002,1.023,0.185,45,4.542e-5,5.005,2.797e-6,27.558,-0.004,58.512,90.001,55.569,13.05,3.835e-4,9.063e-6,9.806,22.146,17.712,1.773,0,0,0.005,0.635,0.448,0.067,0.12,0.675,1.147,1.811,-1.2e-4,0,0,0,0,0.223,1.999,90,14.612,1006.245,0.001,340.154,0.015,1.078e5,2.5,4.909,0.05,0.106,0
